genero,quantidade_faixas,media_popularity,media_danceability,media_energy,media_valence,media_tempo,media_acousticness,media_instrumentalness,media_speechiness,media_liveness,media_loudness,media_danceability_norm,media_energy_norm,media_valence_norm,media_tempo_norm,media_acousticness_norm,media_instrumentalness_norm,media_speechiness_norm,media_liveness_norm,media_loudness_norm
k pop,998,56.963927855711425,0.6477234468937876,0.6758507014028057,0.5565042084168337,119.23156312625251,0.2920512965931864,0.009840786893787576,0.08793486973947896,0.17647835671342688,-6.464936873747495,0.6575872557297335,0.6758507014028057,0.5593007119767173,0.41765130095065256,0.293224193366653,0.009840786893787576,0.09112421734661033,0.17647835671342688,0.7965903321357027
metal,998,43.677354709418836,0.46432765531062126,0.8405020040080161,0.4182951903807615,127.91924749498997,0.037094395430861724,0.06468877323647294,0.070312625250501,0.20526563126252503,-5.425766533066132,0.47139863483311795,0.8405020040080161,0.42039717626207185,0.458405641899452,0.037243368906487676,0.06468877323647294,0.07286282409378343,0.20526563126252503,0.8158118022849983
minimal techno,998,34.02254509018036,0.729315631262525,0.6798997995991983,0.2831745490981964,124.75148296593186,0.07106361089178356,0.7450325460320641,0.06260881763527054,0.1352941883767535,-9.78044388777555,0.7404219606726142,0.6798997995991983,0.2845975367821069,0.44354550769299844,0.07134900691946142,0.7450325460320641,0.06487960376711974,0.1352941883767535,0.7352636019500296
piano,998,45.27905811623246,0.45526182364729456,0.32060066533066134,0.313713627254509,118.05614929859719,0.7044097324649299,0.5156091199599199,0.04683957915831663,0.1449490981963928,-16.99564128256513,0.4621947448195884,0.32060066533066134,0.3152900776427226,0.4121373787298388,0.707238687213785,0.5156091199599199,0.048538423998255587,0.1449490981963928,0.6018045376215686
salsa,998,28.06362725450902,0.6681973947895792,0.7242284569138276,0.8145360721442886,119.82768436873747,0.4690345290581162,0.012561153286573146,0.05617444889779559,0.18257324649298598,-6.928846693386773,0.6783729896340904,0.7242284569138276,0.8186292182354659,0.42044773407735286,0.4709182018655786,0.012561153286573146,0.05821186414279336,0.18257324649298598,0.7880094206132331
study,998,26.128256513026052,0.685251503006012,0.41095561122244484,0.4025449899799599,111.81752805611222,0.5305599278557115,0.7894964465931864,0.10011623246492986,0.16134068136272545,-10.847477955911824,0.6956868050822457,0.41095561122244484,0.4045678291255878,0.3828717094933304,0.5326906906181842,0.7894964465931864,0.10374739115536774,0.16134068136272545,0.7155267381404689
black metal,997,22.46088264794383,0.29666990972918755,0.8747214643931795,0.19213109327983952,128.5921223671013,0.02713690109327984,0.4419960288365095,0.08716870611835507,0.24111865596790372,-6.528497492477433,0.3011877256133884,0.8747214643931795,0.19309657616064274,0.461562129956567,0.02724588463180707,0.4419960288365095,0.09033026540762185,0.24111865596790372,0.7954146552637212
indie,997,38.90672016048144,0.5872878635907722,0.5565455366098295,0.4675547642928787,118.99515747241726,0.38045547324974927,0.05296271090270812,0.06271995987963891,0.16056930792377133,-8.276674022066198,0.5962313335946926,0.5565455366098295,0.469904285721486,0.41654231077447906,0.3819834068772583,0.05296271090270812,0.06499477707734604,0.16056930792377133,0.7630787410601297
trip hop,997,34.501504513540624,0.6349217652958877,0.6222086258776329,0.47794062186559677,118.78329388164494,0.22555127457372115,0.3840655338114343,0.07638375125376129,0.19033400200601805,-9.239489468405216,0.6445906246658758,0.6222086258776329,0.48034233353326306,0.41554844858445256,0.22645710298566385,0.3840655338114343,0.07915414637695471,0.19033400200601805,0.745269602715254
comedy,996,24.643574297188756,0.5774036144578314,0.6998925702811245,0.4550085341365462,100.93387148594377,0.7264268895582329,0.0005268788152610443,0.7557071285140562,0.662210843373494,-10.449451807228916,0.5861965629013516,0.6998925702811245,0.4572950091824584,0.33181595840890815,0.7293442666247318,0.0005268788152610443,0.7831161953513537,0.662210843373494,0.7228890034361963
drum and bass,996,26.630522088353413,0.5357339357429719,0.8763795180722892,0.3217534136546185,155.25464357429718,0.025998353373493974,0.372373173002008,0.09171807228915663,0.22040833333333334,-4.164519076305221,0.5438923205512405,0.8763795180722892,0.32337026497951604,0.5866372862022085,0.026102764431218853,0.372373173002008,0.09504463449653539,0.22040833333333334,0.8391410192496674
power pop,996,26.920682730923694,0.4735230923694779,0.8014618473895582,0.6149126506024096,134.60367068273092,0.08581595024096386,0.06414307279116466,0.05790562248995984,0.22240883534136546,-6.685469879518072,0.48073410392840393,0.8014618473895582,0.6180026639220196,0.48976258928344674,0.0861605926114095,0.06414307279116466,0.06000582641446616,0.22240883534136546,0.7925111466341476
psych rock,996,42.897590361445786,0.5025160642570281,0.5617658634538153,0.5636746987951807,121.53349297188754,0.3154427883935743,0.09218360539156627,0.047374598393574295,0.20320050200803214,-9.98738453815261,0.5101685931543433,0.5617658634538153,0.5665072349700309,0.42844976343932384,0.316709626901179,0.09218360539156627,0.0490928480762428,0.20320050200803214,0.7314358334137466
club,995,33.37738693467337,0.6037408040201004,0.7225736683417084,0.3685173869346734,123.30708643216082,0.1594959172763819,0.34916744259296484,0.09446120603015075,0.19961417085427136,-6.884333668341709,0.6129348264163457,0.7225736683417084,0.37036923310017417,0.43676977479294093,0.1601364631288975,0.34916744259296484,0.09788726013487126,0.19961417085427136,0.7888327753113643
new age,994,29.061368209255534,0.3480016096579477,0.2138720523138833,0.1827327967806841,107.91794969818913,0.8243605855130784,0.7146185305734406,0.04570533199195171,0.1993407444668008,-18.524356136820924,0.3533011265562921,0.2138720523138833,0.18365105204088852,0.36457860177785606,0.8276712705954604,0.7146185305734406,0.047363038333628725,0.1993407444668008,0.5735279925860398
party,994,21.032696177062373,0.6671569416498994,0.8713490945674044,0.6811789738430584,131.32309054325955,0.09245036780684104,0.0016971347987927566,0.08739678068410463,0.2876666498993964,-4.411034205231388,0.6773166920303546,0.8713490945674044,0.6846019837618676,0.4743732316779856,0.09282165442453921,0.0016971347987927566,0.09056661210788046,0.2876666498993964,0.834581244007336
electronic dance music,993,35.13846928499496,0.6483846928499497,0.7562578046324271,0.46470926485397784,122.05445417925479,0.11470901107754279,0.04032822366565962,0.07037724068479356,0.19233856998992951,-5.275981873111783,0.6582585714212686,0.7562578046324271,0.46704448729042997,0.43089361726331216,0.11516968983689035,0.04032822366565962,0.07292978309305033,0.19233856998992951,0.8185823599668575
j dance,993,26.694360523665658,0.6802567975830816,0.702961329305136,0.5638765357502518,114.92673111782479,0.2309824658610272,0.03088638618328298,0.21985518630412892,0.183837361530715,-6.070189325276939,0.6906160381554127,0.702961329305136,0.5667100861811575,0.39745712906866176,0.2319101062861719,0.03088638618328298,0.22782920860531494,0.183837361530715,0.8038919533640948
latino,993,25.81973816717019,0.7573957703927493,0.730757804632427,0.6287530715005035,119.37071802618328,0.17309811681772405,0.00810893970795569,0.1146515609264854,0.17207522658610272,-5.18513192346425,0.7689297161347707,0.730757804632427,0.6319126346738728,0.41830408321066215,0.17379328997763463,0.00810893970795569,0.11880990769583981,0.17207522658610272,0.8202628059215312
pop,993,47.90281973816717,0.6304078549848943,0.6055015105740181,0.5069311178247734,120.88139879154079,0.3457721047331319,0.009089803464249748,0.08017381671701913,0.15798479355488418,-6.970699899295065,0.6400079746039535,0.6055015105740181,0.5094785103766567,0.425390758596536,0.34716074772402805,0.009089803464249748,0.08308167535442398,0.15798479355488418,0.7872352644267786
opera,992,24.631048387096776,0.31321683467741934,0.3165232862903226,0.21479657258064516,105.78611794354839,0.7961375831249999,0.16410834521169354,0.04643185483870968,0.22014425403225807,-13.590145161290321,0.3179866341902734,0.3165232862903226,0.2158759523423569,0.3545780775315162,0.7993349228162651,0.16410834521169354,0.048115911749958225,0.22014425403225807,0.6647957908127494
hip hop,991,38.08274470232089,0.7359374369323914,0.6823612512613522,0.5505134207870838,116.5698607467205,0.19508381735620584,0.011005567850655902,0.13032694248234106,0.19206528758829466,-5.993539858728557,0.7471446060227325,0.6823612512613522,0.5532798198865162,0.40516512837858853,0.19586728650221472,0.011005567850655902,0.1350538264065711,0.19206528758829466,0.805309733852569
kids,991,14.940464177598386,0.7786296670030272,0.6135636730575177,0.6814791120080728,121.78339757820383,0.2391801828456105,0.01983695472250252,0.1534302724520686,0.1723454086781029,-8.108648839556004,0.7904869715766774,0.6135636730575177,0.6849036301588669,0.4296220778442001,0.24014074582892622,0.01983695472250252,0.15899510098659964,0.1723454086781029,0.7661866925705934
latin,990,8.374747474747474,0.7214101010101011,0.7271444444444445,0.6320969696969696,119.82855151515152,0.18403488383838384,0.009269432242424243,0.09274111111111111,0.1748427272727273,-5.271796969696969,0.7323960416346202,0.7271444444444445,0.635273336378864,0.4204518019024614,0.1847739797574135,0.009269432242424243,0.09610477835348304,0.1748427272727273,0.8186597678690237
iranian,988,2.2246963562753037,0.3003471659919028,0.5445016220647773,0.15303876518218623,115.07131882591094,0.4124290758805668,0.5899988377125506,0.09112024291497975,0.19209463562753037,-13.12340991902834,0.3049209807024394,0.5445016220647773,0.15380780420320225,0.3981353968903558,0.41408541755076994,0.5899988377125506,0.09442512219168887,0.19209463562753037,0.673428964004433
honky tonk,981,16.41080530071356,0.5715239551478083,0.3674647298674822,0.6332191641182466,116.61576554536188,0.7110663321100917,0.05783455656472987,0.03706890927624873,0.19123302752293578,-11.734132517838939,0.5802273656322927,0.3674647298674822,0.636401169968087,0.4053804699743018,0.7139220201908552,0.05783455656472987,0.03841337748834065,0.19123302752293578,0.6991263430102113
dance,965,23.403108808290156,0.6876549222797927,0.709820725388601,0.5520967875647669,120.43601658031088,0.1311723356476684,0.008625623906735751,0.0877901554404145,0.16806860103626944,-5.333689119170985,0.6981268246495358,0.709820725388601,0.5548711432811727,0.42330144944134723,0.1316991321763739,0.008625623906735751,0.09097425434239848,0.16806860103626944,0.8175149525706862
german,963,27.190031152647975,0.5300433021806853,0.5369940602284528,0.3851577362409138,117.49519210799585,0.3801531322637591,0.27976889602284527,0.09851308411214953,0.19617331256490134,-11.167963655244028,0.5381150275946044,0.5369940602284528,0.38709320225217464,0.40950590184450036,0.38167985167044083,0.27976889602284527,0.10208609752554357,0.19617331256490134,0.7095987337875436
classical,933,13.519828510182208,0.3819590568060021,0.19519268595927117,0.3785024651661308,108.04733226152196,0.9165422813504823,0.6081003372561629,0.05128124330117899,0.16630407288317256,-19.968859592711684,0.3877756921888347,0.19519268595927117,0.3804044876041515,0.3651855415416751,0.920223174046669,0.6081003372561629,0.053141184768061143,0.16630407288317256,0.5468091006286797
romance,904,3.549778761061947,0.4315367256637168,0.2988484513274336,0.39457511061946904,109.934625,0.8644558628318585,0.053265671935840704,0.06435188053097346,0.21254070796460175,-13.093486725663718,0.4381083509276313,0.2988484513274336,0.39655790012006936,0.3740389216219766,0.8679275731243559,0.053265671935840704,0.06668588656059427,0.21254070796460175,0.6739824514795013
