k,precisao_media,baseline_aleatorio,ganho_sobre_baseline
5,0.16326666666666667,0.01024478952455248,15.936556458811056
10,0.14006666666666667,0.01024478952455248,13.671990657395684
20,0.12278333333333333,0.01024478952455248,11.984954209071155
